Target (x, y, z) -> Joint Angles (theta1, theta2, theta3, theta4, theta5)
[-0.61, -0.39, -1.02] -> [-147.41, -104.90, 110.76, -110.76, 0.00]
[1.55, 0.77, -0.47] -> [26.42, -68.05, 124.60, -124.60, 0.00]
[0.18, 0.48, 1.25] -> [69.44, -61.99, 4.03, -4.03, 0.00]
[1.15, 1.32, 0.73] -> [48.94, -59.30, 78.94, -78.94, 0.00]
[0.92, -0.98, -0.41] -> [-46.81, -89.98, 92.78, -92.78, 0.00]
[-0.44, 0.06, -1.3] -> [172.23, -101.96, 134.22, -134.22, 0.00]
[-1.54, -0.92, 1.72] -> [-149.15, -22.37, 91.53, -91.53, 0.00]
[-0.13, -1.93, 0.22] -> [-93.85, -59.51, 104.91, -104.91, 0.00]
[-1.66, -0.14, 0.63] -> [-175.18, -65.42, 74.21, -74.21, 0.00]
[0.85, 0.42, 1.14] -> [26.29, -68.35, 26.50, -26.50, 0.00]
[1.64, -0.29, 1.96] -> [-10.03, -14.71, 90.66, -90.66, 0.00]
[0.54, 0.47, -0.97] -> [41.04, -107.09, 105.88, -105.88, 0.00]
[0.35, -0.61, 1.25] -> [-60.15, -63.35, 14.15, -14.15, 0.00]
[-1.2, -0.23, 1.85] -> [-169.15, -25.56, 59.24, -59.24, 0.00]
[0.44, -1.92, 0.65] -> [-77.09, -51.46, 97.23, -97.23, 0.00]
[-0.98, 1.87, 0.21] -> [117.66, -49.22, 122.59, -122.59, 0.00]
[0.79, -1.07, -0.63] -> [-53.56, -87.48, 106.62, -106.62, 0.00]
[1.21, 1.86, 1.43] -> [56.95, -17.38, 123.31, -123.31, 0.00]
[-1.67, 1.66, 0.73] -> [135.17, -27.30, 138.47, -138.47, 0.00]
[1.41, 0.87, -0.47] -> [31.68, -72.55, 118.07, -118.07, 0.00]
[-0.46, -0.47, -1.27] -> [-134.38, -95.15, 137.39, -137.39, 0.00]
[1.75, -0.52, 0.74] -> [-16.55, -55.88, 84.45, -84.45, 0.00]
[1.22, -1.32, 0.03] -> [-47.25, -67.89, 100.93, -100.93, 0.00]
[0.92, -1.17, 0.29] -> [-51.82, -80.44, 70.13, -70.13, 0.00]
[1.21, 0.06, -0.66] -> [2.84, -92.84, 102.07, -102.07, 0.00]
[1.72, -1.0, 0.13] -> [-30.17, -56.93, 113.39, -113.39, 0.00]
[0.48, 1.84, 1.59] -> [75.38, -24.56, 96.40, -96.40, 0.00]
[-1.2, 0.45, -0.23] -> [159.44, -94.17, 79.31, -79.31, 0.00]
[-0.27, 0.69, 0.62] -> [111.37, -107.58, 19.15, -19.15, 0.00]
[-1.05, -0.24, 1.63] -> [-167.12, -37.72, 43.91, -43.91, 0.00]
[-0.46, 0.27, 0.13] -> [149.59, -133.40, 30.17, -30.17, 0.00]
[-0.58, -1.53, -0.62] -> [-110.76, -70.39, 128.65, -128.65, 0.00]
[-1.07, -1.88, 1.03] -> [-119.65, -32.93, 112.55, -112.55, 0.00]
[0.88, 0.51, 0.76] -> [30.09, -87.46, 31.63, -31.63, 0.00]
[-0.23, -0.01, 1.65] -> [-177.51, -14.06, 10.88, -10.88, 0.00]
[-1.8, 0.38, -0.18] -> [168.08, -65.24, 114.87, -114.87, 0.00]
[-0.24, -0.93, -0.84] -> [-104.47, -100.46, 103.96, -103.96, 0.00]
[-1.62, -0.87, 0.77] -> [-151.76, -54.55, 85.15, -85.15, 0.00]
[-0.39, -0.15, 1.76] -> [-158.96, -18.22, 21.16, -21.16, 0.00]
[-0.32, -1.47, 1.16] -> [-102.28, -53.50, 60.86, -60.86, 0.00]
[-0.92, -0.26, 1.65] -> [-164.22, -36.64, 38.30, -38.30, 0.00]
[-1.55, -0.07, 1.31] -> [-177.41, -45.94, 65.52, -65.52, 0.00]
[1.3, -0.44, 1.72] -> [-18.70, -30.66, 63.33, -63.33, 0.00]
[-0.17, 0.6, 0.63] -> [105.82, -114.22, 12.93, -12.93, 0.00]
[1.63, -0.12, 0.69] -> [-4.21, -65.16, 71.15, -71.15, 0.00]
[-0.41, 0.92, 0.2] -> [114.02, -105.31, 46.30, -46.30, 0.00]
[-1.16, -1.35, 0.39] -> [-130.67, -65.23, 87.38, -87.38, 0.00]
[0.69, -0.49, -0.03] -> [-35.38, -115.98, 49.23, -49.23, 0.00]
[-1.39, 1.21, -0.24] -> [138.96, -64.55, 118.77, -118.77, 0.00]
[-1.28, -0.77, 0.07] -> [-148.97, -82.87, 78.07, -78.07, 0.00]
[-0.55, -1.52, -0.1] -> [-109.89, -77.55, 93.37, -93.37, 0.00]
[-0.13, 1.1, 0.83] -> [96.74, -80.65, 36.16, -36.16, 0.00]
[-0.15, 1.09, 0.99] -> [97.84, -73.05, 34.93, -34.93, 0.00]
[1.13, -1.25, 0.63] -> [-47.89, -64.61, 75.56, -75.56, 0.00]
[1.67, -1.37, 0.29] -> [-39.36, -45.71, 124.97, -124.97, 0.00]
[0.64, 1.26, -0.77] -> [63.07, -79.45, 123.89, -123.89, 0.00]
[-1.05, -0.9, 0.19] -> [-139.40, -86.90, 66.92, -66.92, 0.00]
[-0.48, 1.77, -0.36] -> [105.17, -63.49, 126.15, -126.15, 0.00]
[1.62, -0.45, 1.03] -> [-15.52, -52.76, 72.43, -72.43, 0.00]
[-0.48, 1.08, -0.43] -> [113.96, -97.77, 85.31, -85.31, 0.00]
[1.4, 1.46, 0.77] -> [46.20, -46.32, 100.33, -100.33, 0.00]
[1.76, -0.06, 1.13] -> [-1.95, -46.51, 78.53, -78.53, 0.00]
[-0.44, -1.19, 1.55] -> [-110.29, -40.37, 52.39, -52.39, 0.00]
[1.35, 0.31, -0.55] -> [12.93, -86.09, 104.25, -104.25, 0.00]
[0.07, -0.85, -0.87] -> [-85.29, -104.44, 102.09, -102.09, 0.00]
[0.74, -1.83, 1.86] -> [-67.98, -10.71, 111.50, -111.50, 0.00]
[-1.44, -1.27, 0.92] -> [-138.59, -47.08, 90.61, -90.61, 0.00]
[-0.72, -0.8, 0.05] -> [-131.99, -103.54, 55.78, -55.78, 0.00]
[-0.7, 0.34, -0.21] -> [154.09, -119.26, 55.98, -55.98, 0.00]
[-0.69, -0.78, 0.19] -> [-131.50, -103.69, 48.37, -48.37, 0.00]
[0.55, -0.71, 1.21] -> [-52.24, -64.65, 24.38, -24.38, 0.00]
[0.7, 1.42, 1.16] -> [63.76, -51.16, 66.13, -66.13, 0.00]
[0.28, 1.2, -0.53] -> [76.87, -94.08, 94.15, -94.15, 0.00]
[1.49, -0.21, 0.1] -> [-8.02, -82.08, 77.61, -77.61, 0.00]
[1.01, 1.08, -0.34] -> [46.92, -83.79, 96.79, -96.79, 0.00]
[-0.71, 1.29, 0.67] -> [118.83, -72.33, 60.60, -60.60, 0.00]
[-1.35, 0.11, 1.24] -> [175.34, -53.99, 51.93, -51.93, 0.00]
[-1.38, 1.4, -0.35] -> [134.59, -54.03, 140.90, -140.90, 0.00]
[1.47, -0.26, 1.31] -> [-10.03, -47.45, 61.64, -61.64, 0.00]
[0.76, 1.89, 1.16] -> [68.09, -35.00, 101.01, -101.01, 0.00]
[0.72, -1.39, 2.0] -> [-62.62, -14.68, 85.50, -85.50, 0.00]
[1.5, 0.37, -0.23] -> [13.86, -81.01, 95.02, -95.02, 0.00]
[0.75, -0.79, 1.2] -> [-46.49, -61.91, 35.37, -35.37, 0.00]
[-0.27, -1.91, 1.63] -> [-98.05, -22.04, 99.75, -99.75, 0.00]
[1.86, 0.0, 0.8] -> [0.00, -52.87, 86.53, -86.53, 0.00]
[0.76, 0.81, 0.11] -> [46.82, -101.21, 54.99, -54.99, 0.00]
[-1.2, 1.1, -0.58] -> [137.49, -71.98, 124.33, -124.33, 0.00]
[-1.4, 1.03, 1.76] -> [143.66, -22.08, 88.61, -88.61, 0.00]
[-1.78, 1.57, 0.26] -> [138.59, -24.07, 166.50, -166.50, 0.00]
[-0.28, 0.96, 0.44] -> [106.26, -100.40, 37.70, -37.70, 0.00]
[-0.63, 1.33, 0.63] -> [115.35, -73.53, 61.16, -61.16, 0.00]
[-1.19, 1.28, -0.2] -> [132.91, -70.38, 108.19, -108.19, 0.00]
[0.77, -1.0, -0.86] -> [-52.40, -84.93, 121.83, -121.83, 0.00]
[0.94, -0.44, -0.63] -> [-25.08, -101.77, 91.48, -91.48, 0.00]
[0.01, 0.79, 1.72] -> [89.27, -31.13, 33.05, -33.05, 0.00]
[0.06, 0.63, 1.98] -> [84.56, -13.38, 38.94, -38.94, 0.00]
[0.66, -1.35, -0.83] -> [-63.95, -71.55, 138.12, -138.12, 0.00]
[0.6, 0.95, 1.83] -> [57.72, -26.90, 53.29, -53.29, 0.00]
[0.25, 1.5, 1.15] -> [80.54, -53.43, 61.87, -61.87, 0.00]
[-1.38, 0.35, 1.9] -> [165.77, -21.39, 72.62, -72.62, 0.00]
[0.99, -1.74, 0.27] -> [-60.36, -55.40, 109.26, -109.26, 0.00]
[1.08, -1.52, 1.07] -> [-54.61, -44.77, 86.15, -86.15, 0.00]
[-0.85, 0.39, 0.31] -> [155.35, -107.08, 38.67, -38.67, 0.00]
[-0.97, 0.99, 0.91] -> [134.42, -67.33, 52.78, -52.78, 0.00]
[1.38, -0.69, -0.6] -> [-26.57, -76.57, 118.94, -118.94, 0.00]
[-0.92, -0.57, 0.87] -> [-148.22, -79.69, 34.32, -34.32, 0.00]
[1.92, 0.17, 1.54] -> [5.06, -25.68, 97.33, -97.33, 0.00]
[-1.43, -0.7, 1.31] -> [-153.92, -44.86, 68.25, -68.25, 0.00]
[1.99, -1.08, 0.19] -> [-28.49, -37.44, 144.48, -144.48, 0.00]
[-1.76, -1.21, 0.65] -> [-145.49, -42.99, 112.64, -112.64, 0.00]
[-1.93, 0.13, 0.17] -> [176.15, -59.86, 106.73, -106.73, 0.00]
[-0.36, 1.08, 0.79] -> [108.43, -81.25, 38.39, -38.39, 0.00]
[1.02, -1.32, 1.9] -> [-52.31, -17.41, 88.49, -88.49, 0.00]
[-0.88, -0.47, -0.14] -> [-151.89, -108.32, 60.99, -60.99, 0.00]
[-1.72, 1.01, -0.43] -> [149.58, -47.91, 155.45, -155.45, 0.00]
[0.3, 1.21, -0.36] -> [76.08, -95.23, 84.51, -84.51, 0.00]
[-0.28, -0.12, 0.31] -> [-156.80, -148.88, 14.61, -14.61, 0.00]
[0.32, 1.38, -0.76] -> [76.94, -79.57, 123.20, -123.20, 0.00]
[1.05, -0.54, -0.32] -> [-27.22, -98.73, 78.92, -78.92, 0.00]
[-1.26, -1.16, 1.88] -> [-137.37, -17.35, 90.92, -90.92, 0.00]
[-0.21, -0.46, -0.53] -> [-114.54, -127.95, 67.52, -67.52, 0.00]
[-0.85, -0.58, -1.21] -> [-145.69, -79.36, 151.35, -151.35, 0.00]
[1.03, -1.67, 0.13] -> [-58.34, -58.51, 110.81, -110.81, 0.00]
[-0.61, -0.01, -1.26] -> [-179.06, -97.90, 133.98, -133.98, 0.00]
[-0.18, -1.17, -0.88] -> [-98.75, -88.39, 118.82, -118.82, 0.00]
[0.13, 1.28, -1.13] -> [84.20, -65.04, 167.66, -167.66, 0.00]
[1.55, 0.61, 0.14] -> [21.48, -73.89, 86.84, -86.84, 0.00]
[-1.76, -0.68, -0.3] -> [-158.88, -60.98, 127.18, -127.18, 0.00]
[-1.4, -1.48, 1.69] -> [-133.41, -15.65, 111.27, -111.27, 0.00]
[-1.55, 1.36, 1.6] -> [138.74, -18.31, 110.93, -110.93, 0.00]
[0.73, -1.03, -0.41] -> [-54.67, -94.03, 88.26, -88.26, 0.00]
[0.1, -1.86, 1.17] -> [-86.92, -41.53, 86.50, -86.50, 0.00]
[0.83, -0.38, 0.63] -> [-24.60, -98.03, 28.07, -28.07, 0.00]
[1.76, 1.5, 1.88] -> [40.44, 11.63, 161.60, -161.60, 0.00]
[-1.45, 1.04, -0.53] -> [144.35, -62.90, 135.42, -135.42, 0.00]
[1.16, -0.41, -0.41] -> [-19.47, -95.61, 86.57, -86.57, 0.00]
[-0.92, -0.15, 0.8] -> [-170.74, -89.01, 26.20, -26.20, 0.00]
[1.74, -0.61, 0.07] -> [-19.32, -65.27, 102.99, -102.99, 0.00]
[1.77, 0.21, 0.3] -> [6.77, -66.41, 90.06, -90.06, 0.00]
[1.15, -0.76, -0.59] -> [-33.46, -85.74, 106.67, -106.67, 0.00]
[1.32, 0.31, -0.15] -> [13.22, -90.59, 79.43, -79.43, 0.00]
[1.75, -0.57, 1.82] -> [-18.04, -16.75, 98.48, -98.48, 0.00]
[-1.99, -0.03, 1.02] -> [-179.14, -41.25, 96.35, -96.35, 0.00]
[0.08, 0.62, -0.23] -> [82.65, -126.96, 52.19, -52.19, 0.00]
[0.51, -0.27, 0.41] -> [-27.90, -126.27, 18.72, -18.72, 0.00]
[1.02, -0.05, 0.61] -> [-2.81, -93.65, 34.50, -34.50, 0.00]
[1.32, -1.17, 0.86] -> [-41.55, -55.14, 78.80, -78.80, 0.00]
[-1.81, 0.55, 0.75] -> [163.10, -52.77, 89.51, -89.51, 0.00]
[0.88, 0.32, -0.17] -> [19.98, -111.38, 59.91, -59.91, 0.00]
[0.32, 0.52, 0.05] -> [58.39, -128.93, 36.68, -36.68, 0.00]
[-0.69, 1.53, -0.26] -> [114.27, -73.83, 106.14, -106.14, 0.00]
[-1.52, -1.04, -0.63] -> [-145.62, -53.07, 156.89, -156.89, 0.00]
[-0.91, 0.39, -1.24] -> [156.80, -79.12, 154.08, -154.08, 0.00]
[-0.65, 0.99, 0.59] -> [123.29, -86.97, 44.25, -44.25, 0.00]
[-0.57, -0.24, 0.28] -> [-157.17, -126.36, 25.96, -25.96, 0.00]
[-0.3, -0.44, 0.12] -> [-124.29, -133.49, 30.65, -30.65, 0.00]
[0.24, 1.67, -0.72] -> [81.82, -62.87, 145.36, -145.36, 0.00]
[-0.4, 1.1, 0.1] -> [109.98, -98.33, 58.45, -58.45, 0.00]
[-1.4, -0.93, 1.41] -> [-146.40, -38.34, 75.91, -75.91, 0.00]
[0.78, -0.9, -0.94] -> [-49.09, -85.81, 125.30, -125.30, 0.00]
[-0.14, -0.69, -0.79] -> [-101.47, -113.15, 90.75, -90.75, 0.00]
[0.26, 0.72, -1.27] -> [70.14, -89.96, 142.81, -142.81, 0.00]
[-0.77, -1.11, 0.6] -> [-124.75, -79.46, 54.06, -54.06, 0.00]
[1.12, 1.23, 0.86] -> [47.68, -59.03, 71.56, -71.56, 0.00]
[1.47, -0.68, 1.7] -> [-24.82, -27.41, 78.43, -78.43, 0.00]
[-1.01, 0.8, -1.09] -> [141.62, -70.49, 155.71, -155.71, 0.00]
[-0.12, 1.96, 1.1] -> [93.50, -39.94, 94.30, -94.30, 0.00]
[1.99, 0.37, 1.86] -> [10.53, -8.81, 116.34, -116.34, 0.00]
[-1.56, 0.57, -0.1] -> [159.93, -75.27, 96.50, -96.50, 0.00]
[-0.11, -1.48, 1.43] -> [-94.25, -42.34, 63.01, -63.01, 0.00]
[-0.8, -0.09, -1.24] -> [-173.58, -90.16, 140.15, -140.15, 0.00]
[1.76, -0.06, 0.6] -> [-1.95, -62.03, 81.53, -81.53, 0.00]
[-0.51, 1.73, 0.19] -> [106.43, -66.57, 95.22, -95.22, 0.00]
[0.84, -0.12, 1.15] -> [-8.13, -69.56, 20.84, -20.84, 0.00]
[-0.79, -0.65, 1.78] -> [-140.55, -29.52, 46.31, -46.31, 0.00]
[-0.35, 0.91, 1.28] -> [111.04, -59.07, 29.81, -29.81, 0.00]
[-1.7, 0.26, -0.39] -> [171.30, -70.12, 117.66, -117.66, 0.00]
[-0.04, -1.02, 1.68] -> [-92.25, -35.03, 42.60, -42.60, 0.00]
[-0.59, -0.45, -1.24] -> [-142.67, -93.26, 136.82, -136.82, 0.00]
[-0.15, 0.02, -1.14] -> [172.41, -120.60, 110.71, -110.71, 0.00]
[1.42, -1.64, -0.15] -> [-49.11, -40.07, 155.73, -155.73, 0.00]
[-0.8, 0.27, 1.5] -> [161.35, -45.44, 27.85, -27.85, 0.00]
[1.37, -0.03, 1.07] -> [-1.25, -61.22, 51.71, -51.71, 0.00]
[-0.13, -0.9, 1.55] -> [-98.22, -42.49, 32.68, -32.68, 0.00]
[0.24, -0.73, -0.85] -> [-71.80, -108.71, 97.46, -97.46, 0.00]
[0.05, 1.8, 1.62] -> [88.41, -26.40, 89.21, -89.21, 0.00]
[-1.53, 0.03, -0.19] -> [178.88, -81.88, 91.99, -91.99, 0.00]
[-0.74, 1.51, 1.67] -> [116.11, -27.35, 81.85, -81.85, 0.00]
[1.25, -0.02, 1.88] -> [-0.92, -23.90, 61.92, -61.92, 0.00]
[-0.63, -0.18, -0.54] -> [-164.05, -121.02, 71.86, -71.86, 0.00]
[1.74, 0.19, 0.0] -> [6.23, -70.46, 98.56, -98.56, 0.00]
[-0.08, -1.08, 1.89] -> [-94.24, -23.79, 53.60, -53.60, 0.00]
[0.97, 1.98, 1.97] -> [63.90, 6.37, 145.26, -145.26, 0.00]
[1.15, -1.44, 0.71] -> [-51.39, -55.88, 86.12, -86.12, 0.00]
[-1.31, 0.38, -0.52] -> [163.82, -87.64, 100.91, -100.91, 0.00]
[1.69, 0.61, -0.15] -> [19.85, -67.87, 109.50, -109.50, 0.00]
[-0.32, 1.22, -0.59] -> [104.70, -91.69, 99.77, -99.77, 0.00]
[-1.85, 0.36, -0.31] -> [168.99, -60.95, 127.70, -127.70, 0.00]
[-0.39, -0.73, 1.93] -> [-118.11, -19.80, 43.74, -43.74, 0.00]
[0.06, 0.57, 0.17] -> [83.99, -130.64, 29.47, -29.47, 0.00]
[-1.93, -1.06, 0.89] -> [-151.22, -34.39, 116.93, -116.93, 0.00]
[-1.6, -0.35, -0.61] -> [-167.66, -70.57, 127.88, -127.88, 0.00]
[-0.77, 0.2, 1.72] -> [165.44, -31.21, 33.30, -33.30, 0.00]
[-0.59, -0.66, -0.32] -> [-131.79, -113.15, 66.01, -66.01, 0.00]
[-0.82, 0.18, -0.31] -> [167.62, -115.48, 63.74, -63.74, 0.00]
[0.35, -1.55, 0.76] -> [-77.28, -64.98, 67.22, -67.22, 0.00]
[-1.82, 0.66, 0.34] -> [160.07, -58.23, 101.19, -101.19, 0.00]
[-1.14, 1.01, -0.16] -> [138.46, -82.28, 90.02, -90.02, 0.00]
[-0.53, -1.35, -0.97] -> [-111.43, -66.95, 153.38, -153.38, 0.00]
[1.79, -0.34, 0.91] -> [-10.75, -51.37, 82.92, -82.92, 0.00]
[0.15, 1.62, 1.84] -> [84.71, -20.97, 83.44, -83.44, 0.00]
[-0.86, -0.96, -0.04] -> [-131.86, -93.59, 70.63, -70.63, 0.00]
[-0.78, 1.56, -0.73] -> [116.57, -56.72, 156.09, -156.09, 0.00]
[1.32, -0.52, -0.56] -> [-21.50, -84.17, 107.09, -107.09, 0.00]
[1.88, 0.4, 0.96] -> [12.01, -45.86, 90.67, -90.67, 0.00]
[1.46, -1.6, 1.32] -> [-47.62, -23.95, 115.29, -115.29, 0.00]
[-0.6, 1.29, 1.43] -> [114.94, -43.64, 59.09, -59.09, 0.00]
[-1.03, -0.58, 1.09] -> [-150.62, -65.60, 40.09, -40.09, 0.00]
[1.46, 1.59, 1.25] -> [47.44, -26.62, 113.55, -113.55, 0.00]
[-0.23, -0.07, 1.85] -> [-163.07, -4.74, 22.10, -22.10, 0.00]
[1.64, 0.59, 1.84] -> [19.79, -18.43, 91.68, -91.68, 0.00]
[1.19, 1.72, 1.48] -> [55.32, -21.69, 110.76, -110.76, 0.00]
[1.25, 0.38, -0.29] -> [16.91, -92.72, 83.83, -83.83, 0.00]
[-1.22, -1.54, 0.41] -> [-128.39, -55.85, 101.73, -101.73, 0.00]
[0.21, -0.22, -1.0] -> [-46.33, -121.76, 99.19, -99.19, 0.00]
[-0.82, -1.94, -0.1] -> [-112.91, -47.85, 139.46, -139.46, 0.00]
[-1.48, 0.16, 0.58] -> [173.83, -74.20, 63.12, -63.12, 0.00]
[0.24, -1.11, -0.79] -> [-77.80, -93.52, 108.18, -108.18, 0.00]
[0.11, -0.48, 0.01] -> [-77.09, -135.92, 35.26, -35.26, 0.00]
[0.4, -1.07, 1.76] -> [-69.50, -30.51, 51.70, -51.70, 0.00]
[0.88, 0.44, 0.93] -> [26.57, -80.00, 28.15, -28.15, 0.00]
[-0.4, -0.39, -0.8] -> [-135.73, -118.94, 87.63, -87.63, 0.00]
[-1.71, -1.67, 0.5] -> [-135.68, -25.66, 152.32, -152.32, 0.00]
[1.24, -1.49, 1.53] -> [-50.23, -25.70, 98.02, -98.02, 0.00]
[-0.13, 1.39, -0.93] -> [95.34, -73.90, 140.44, -140.44, 0.00]
[1.3, -1.53, 1.75] -> [-49.65, -14.27, 110.49, -110.49, 0.00]
[-0.48, -0.93, 0.66] -> [-117.30, -90.53, 34.94, -34.94, 0.00]
[-0.69, 0.39, 0.91] -> [150.52, -87.92, 17.12, -17.12, 0.00]
[-0.38, 1.34, -0.57] -> [105.83, -85.35, 106.14, -106.14, 0.00]
[-0.79, 1.71, -0.47] -> [114.80, -57.11, 141.71, -141.71, 0.00]
[0.77, 0.12, 0.44] -> [8.86, -112.41, 26.57, -26.57, 0.00]
[0.28, -0.69, 0.98] -> [-67.91, -84.50, 14.07, -14.07, 0.00]
[0.24, 1.78, 1.34] -> [82.32, -37.68, 83.21, -83.21, 0.00]
[0.47, 0.46, 1.87] -> [44.38, -19.91, 34.35, -34.35, 0.00]
[-1.34, 0.61, -0.73] -> [155.52, -77.24, 124.71, -124.71, 0.00]
[-1.51, -1.64, 1.12] -> [-132.64, -26.89, 120.05, -120.05, 0.00]
[-0.82, -1.7, -0.19] -> [-115.75, -62.28, 119.91, -119.91, 0.00]
[-0.24, 1.62, -0.01] -> [98.43, -76.26, 90.80, -90.80, 0.00]
[-0.38, 1.15, -0.26] -> [108.29, -97.53, 77.20, -77.20, 0.00]
[-1.63, -0.66, 1.71] -> [-157.96, -23.73, 88.57, -88.57, 0.00]
[-1.11, -1.5, -0.13] -> [-126.50, -63.98, 114.44, -114.44, 0.00]
[1.67, -1.33, 0.76] -> [-38.53, -40.91, 111.01, -111.01, 0.00]
[-1.16, -0.22, -1.09] -> [-169.26, -78.69, 143.69, -143.69, 0.00]
[0.61, 0.32, -0.46] -> [27.68, -120.88, 67.72, -67.72, 0.00]
[0.62, -0.94, -1.2] -> [-56.59, -72.59, 160.61, -160.61, 0.00]
[-0.05, 0.9, -0.36] -> [93.18, -112.01, 68.92, -68.92, 0.00]
[1.26, 1.06, -0.75] -> [40.07, -64.68, 144.14, -144.14, 0.00]
[1.38, -0.32, -0.65] -> [-13.06, -82.49, 113.72, -113.72, 0.00]
[-0.38, 1.21, 1.64] -> [107.43, -35.82, 54.81, -54.81, 0.00]
[0.19, -0.51, 1.64] -> [-69.57, -30.59, 19.58, -19.58, 0.00]
[1.32, -1.13, -0.35] -> [-40.57, -69.61, 116.47, -116.47, 0.00]
[1.38, 0.32, 0.91] -> [13.06, -66.27, 54.74, -54.74, 0.00]
[0.34, -1.91, 0.28] -> [-79.91, -58.67, 103.38, -103.38, 0.00]
[0.05, -1.81, 1.18] -> [-88.42, -43.04, 82.57, -82.57, 0.00]
[0.12, 1.26, -0.64] -> [84.56, -90.54, 103.59, -103.59, 0.00]
[-0.16, 1.2, -1.18] -> [97.59, -65.54, 170.82, -170.82, 0.00]
[1.38, -0.48, -0.29] -> [-19.18, -85.01, 92.86, -92.86, 0.00]
[0.02, 1.84, 0.79] -> [89.38, -53.98, 85.07, -85.07, 0.00]
[-1.84, 0.99, 1.43] -> [151.72, -23.62, 109.49, -109.49, 0.00]
[1.15, -1.69, 1.35] -> [-55.77, -28.38, 103.80, -103.80, 0.00]
[-0.31, -1.58, 1.01] -> [-101.10, -55.93, 67.43, -67.43, 0.00]
[1.68, -0.24, 1.17] -> [-8.13, -47.21, 74.14, -74.14, 0.00]
[1.0, -1.37, 1.04] -> [-53.87, -51.90, 73.50, -73.50, 0.00]
[-0.27, -0.02, 1.64] -> [-175.76, -17.34, 11.19, -11.19, 0.00]
[0.8, -1.82, -0.02] -> [-66.27, -57.02, 120.28, -120.28, 0.00]
[-0.35, 1.82, 1.5] -> [100.89, -29.68, 90.44, -90.44, 0.00]
[-0.79, -1.0, 1.55] -> [-128.31, -40.30, 52.72, -52.72, 0.00]
[0.02, -1.33, 0.33] -> [-89.14, -87.09, 59.30, -59.30, 0.00]
[-0.92, -1.34, 0.92] -> [-124.47, -58.51, 68.62, -68.62, 0.00]
[0.97, -1.26, -0.42] -> [-52.41, -77.08, 109.36, -109.36, 0.00]
[1.09, -0.47, 1.03] -> [-23.33, -68.45, 40.20, -40.20, 0.00]
[1.38, -0.7, -0.35] -> [-26.90, -80.14, 101.93, -101.93, 0.00]
[0.12, 1.9, 0.84] -> [86.39, -49.95, 89.70, -89.70, 0.00]
[-0.4, 0.53, -1.02] -> [127.04, -107.40, 108.81, -108.81, 0.00]
[-0.26, -1.82, 0.78] -> [-98.13, -54.31, 85.03, -85.03, 0.00]
[1.14, 1.78, -0.23] -> [57.36, -43.59, 153.21, -153.21, 0.00]
[-0.26, -0.36, 1.94] -> [-125.84, -9.63, 31.31, -31.31, 0.00]
[0.3, -0.7, -1.09] -> [-66.80, -100.41, 119.13, -119.13, 0.00]
[0.4, 0.73, 0.44] -> [61.28, -109.36, 29.15, -29.15, 0.00]
[0.37, -0.2, -1.42] -> [-28.39, -92.14, 156.00, -156.00, 0.00]
[0.82, 0.9, -0.89] -> [47.66, -86.27, 121.88, -121.88, 0.00]
[1.74, -0.39, 1.63] -> [-12.63, -26.47, 88.15, -88.15, 0.00]
[-1.62, 1.2, 0.47] -> [143.47, -52.33, 104.80, -104.80, 0.00]
[-1.24, -1.34, -0.35] -> [-132.78, -64.19, 124.58, -124.58, 0.00]
[-1.32, 1.06, 1.74] -> [141.23, -24.03, 84.72, -84.72, 0.00]
[-0.84, 0.3, 1.64] -> [160.35, -36.95, 34.78, -34.78, 0.00]
[-0.66, -0.94, 0.54] -> [-125.07, -90.20, 43.26, -43.26, 0.00]
[-0.04, 1.25, 0.77] -> [91.83, -77.73, 45.39, -45.39, 0.00]
[0.09, -0.34, -1.27] -> [-75.17, -107.23, 127.93, -127.93, 0.00]
[0.21, 1.3, 1.01] -> [80.82, -65.46, 48.21, -48.21, 0.00]
[-1.97, 0.33, 0.55] -> [170.49, -52.00, 101.38, -101.38, 0.00]
[-1.75, -0.95, 0.41] -> [-151.50, -54.47, 104.07, -104.07, 0.00]
[0.95, 1.47, -0.04] -> [57.13, -70.55, 100.34, -100.34, 0.00]
[0.59, 0.05, 0.03] -> [4.84, -130.04, 37.11, -37.11, 0.00]
[-0.08, -0.07, -1.04] -> [-138.81, -126.54, 100.96, -100.96, 0.00]
[-1.38, -0.86, 0.27] -> [-148.07, -74.30, 79.76, -79.76, 0.00]
[-0.23, -1.55, -0.46] -> [-98.44, -77.80, 110.34, -110.34, 0.00]
[0.65, -1.94, 0.97] -> [-71.48, -40.21, 101.27, -101.27, 0.00]
[0.96, -0.83, -0.71] -> [-40.85, -88.86, 109.12, -109.12, 0.00]
[-0.12, 1.59, -0.1] -> [94.32, -78.66, 91.87, -91.87, 0.00]
[-1.27, -1.01, 1.35] -> [-141.51, -42.38, 70.90, -70.90, 0.00]
[1.63, -0.72, 1.27] -> [-23.83, -40.76, 81.25, -81.25, 0.00]
[-0.66, 0.96, -0.12] -> [124.51, -99.95, 67.84, -67.84, 0.00]
[-1.15, -0.12, -0.45] -> [-174.04, -98.80, 85.26, -85.26, 0.00]
[-1.76, -0.19, 1.6] -> [-173.84, -28.07, 86.40, -86.40, 0.00]
[-0.78, 0.66, -0.97] -> [139.76, -93.31, 118.54, -118.54, 0.00]
